순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
13644,옆집 여자,아마엔보 쇼군,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-24,개봉영화,장편,일본,1,7000,2,2000,1,멜로/로맨스,청소년관람불가,일반영화
13645,옆집누나들-무삭제,김경택,스마일컨텐츠,,스마일컨텐츠,2018-08-10,개봉영화,장편,한국,1,10000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13646,옥보단-음행합궁비사,하번,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2015-02-12,개봉영화,장편,중국,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13647,옥전사,안티-주시 안닐라,,스크린조이,스크린조이,2015-04-16,개봉영화,장편,핀란드,1,14000,2,0,0,액션,12세이상관람가,일반영화
13648,완벽한 사육 무삭제판,카이하라 쿠리스 료,,조이앤키노,조이앤키노,2015-03-19,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13649,완벽한 살인,자레드 벤틀리,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-06-11,개봉영화,장편,미국,2,11000,2,0,0,액션,15세이상관람가,일반영화
13650,완전한 사육 2015 무삭제판,타카자와 요시키,,(주)케이알씨지,(주)케이알씨지,2015-03-05,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13651,완전한 사육 4: 비밀의 지하실,미즈타니 토시유키,,(주)이엔엔터테인먼트,(주)이엔엔터테인먼트,2015-09-23,개봉영화,장편,일본,2,8000,2,4000,1,드라마,청소년관람불가,일반영화
13652,요녀전설: 사악한 욕망,카메이 토루,,(주)씨앤피미디어,(주)씨앤피미디어,2010-07-12,개봉영화,장편,일본,1,4000,2,4000,2,성인물(에로),청소년관람불가,일반영화
13653,욕망 전차,제제 다카히사,,(주)인디플러그,(주)인디플러그,2012-02-07,개봉영화,장편,일본,1,16000,2,16000,2,성인물(에로),청소년관람불가,일반영화
13654,욕망의 라쇼몽 무삭제판,카와사키 히로유키,,조이앤키노,조이앤키노,2015-03-12,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13655,울언니: 성상납의 비밀 무삭제판,이제락,(주)제이록스 필름,,(주)팝엔터테인먼트,2015-03-11,개봉영화,장편,한국,1,14000,2,0,0,스릴러,청소년관람불가,일반영화
13656,워킹데드: 핫 바디,자렛 타놀,,(주)케이알씨지,(주)케이알씨지,2017-04-26,개봉영화,장편,미국,1,6000,2,0,0,공포(호러),15세이상관람가,일반영화
13657,원정녀 2호의 사연,최성은,(주)영화사히트,,(주)영화사히트,2020-02-25,개봉영화,장편,한국,2,2000,2,0,0,드라마,청소년관람불가,일반영화
13658,위험한 여자,카타오카 슈지,,(주)씨앤피미디어,(주)씨앤피미디어,2010-07-11,개봉영화,장편,일본,2,4000,2,4000,2,성인물(에로),청소년관람불가,일반영화
13659,윈터스 워: 스노우 퀸,르네 페르즈,,(주)케이알씨지,(주)케이알씨지,2018-06-19,개봉영화,장편,미국,1,2000,2,1000,1,액션,15세이상관람가,일반영화
13660,유부녀의 첫 맛,,,,(주)픽쳐레스크,2022-02-18,개봉영화,장편,일본,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
13661,은밀하고 쇼킹한 경험,이가온,(주)케이알씨지,,(주)케이알씨지,2023-02-15,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
13662,음란하게 짜릿하게,니이쟈토 모사쿠,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-12-11,개봉영화,장편,일본,1,14000,2,14000,2,멜로/로맨스,청소년관람불가,일반영화
13663,음란한 도촬,나카노 타카오,,조이앤키노,조이앤키노,2015-04-16,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13664,음란한 절의 거유부인,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-09,개봉영화,장편,일본,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
13665,음양사 2015,아라키 켄지,,조이앤키노,조이앤키노,2015-04-09,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13666,이그지스트,에두아르도 산체스,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2015-02-23,개봉영화,장편,미국,1,14000,2,0,0,공포(호러),청소년관람불가,일반영화
13667,이메지네룸,스토브 하르유,,(주)이놀미디어,(주)이놀미디어,2015-10-08,개봉영화,장편,핀란드,1,12000,2,0,0,드라마,15세이상관람가,독립/예술영화
13668,이스케이프 룸: 공포의 퍼즐,리즈 고든,,,(주)알이디아이스엔터,2022-03-16,개봉영화,장편,미국,1,2000,2,0,0,공포(호러),15세이상관람가,일반영화
13669,이스케이프 슬립,필립 구즈먼,,(주)케이알씨지,(주)케이알씨지,2021-11-12,개봉영화,장편,미국,2,2000,2,0,0,공포(호러),청소년관람불가,일반영화
13670,일본대침몰: 야쿠자 대전쟁,마스모토 쇼이치로,,(주)케이알씨지,(주)케이알씨지,2017-02-06,개봉영화,장편,일본,1,10000,2,0,0,액션,청소년관람불가,일반영화
13671,일진 2,이수성,㈜리필름,,(주)드림팩트엔터테인먼트,2022-06-25,개봉영화,장편,한국,1,20000,2,20000,2,액션,청소년관람불가,일반영화
13672,일진 3,이수성,(주)컨텐츠 빌리지㈜리필름,,(주)드림팩트엔터테인먼트,2022-06-25,개봉영화,장편,한국,1,20000,2,20000,2,액션,청소년관람불가,일반영화
13673,잘하는 남동생,이로운,(주)영화사히트,,(주)영화사히트,2022-03-09,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
13674,재팬아나운서 나나세,오쿠 와타루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-03-13,개봉영화,장편,일본,1,36000,2,36000,2,성인물(에로),청소년관람불가,일반영화
13675,전설의 고향,원일구,,,(주)아피아스튜디오,2018-02-14,개봉영화,장편,한국,1,14000,2,14000,2,코미디,12세이상관람가,독립/예술영화
13676,정사 : 엄마친구 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2021-04-08,개봉영화,장편,한국,1,12000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13677,죽도록 아름다운 세상,아사쿠라 카요코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-02-27,개봉영화,장편,일본,1,36000,2,36000,2,공포(호러),청소년관람불가,일반영화
13678,죽음의 트럭,마이클 바파로,,(주)이놀미디어,(주)이놀미디어,2016-02-04,개봉영화,장편,캐나다,1,12000,2,0,0,스릴러,15세이상관람가,일반영화
13679,중년 부부의 섹스 교육,사노 카즈히로,,(주)버킷스튜디오,(주)버킷스튜디오,2017-02-23,개봉영화,장편,일본,1,5000,2,0,0,성인물(에로),청소년관람불가,일반영화
13680,지구침략: 기계들의 반란,짐 위노스키,,스크린조이,스크린조이,2015-07-27,개봉영화,장편,미국,2,10000,2,5000,1,액션,15세이상관람가,일반영화
13681,지상 최고의 아빠,밥 골드스웨이트,,퍼즐컷,(주)액티버스엔터테인먼트,2013-12-24,개봉영화,장편,미국,1,12000,2,0,0,드라마,15세이상관람가,독립/예술영화
13682,지오 쓰나미,썬더 레빈,,(주)케이알씨지,(주)케이알씨지,2018-11-29,개봉영화,장편,미국,1,2000,2,2000,2,액션,15세이상관람가,일반영화
13683,지저스 러브스 미,플로리안 데이비드 핏츠,,에이원엔터테인먼트,에이원엔터테인먼트,2015-02-05,개봉영화,장편,독일,1,14000,2,14000,2,코미디,15세이상관람가,독립/예술영화
13684,착한처제 2019 무삭제,왕지방,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-11-27,개봉영화,장편,한국,2,10000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13685,창녀와 아내 무삭제판,카와사키 히로유키,,조이앤키노,조이앤키노,2015-03-05,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13686,채담의섹스일타강의,김승환,스마일컨텐츠,,스마일컨텐츠,2022-04-22,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
13687,천국에 있는 것처럼,케이 폴락,,(주)조나단유필름,TCO(주)더콘텐츠온,2016-10-20,개봉영화,장편,스웨덴,1,6000,2,0,0,드라마,12세이상관람가,독립/예술영화
13688,첫 경험,미치하라 세이징,,조이앤키노,조이앤키노,2015-02-12,개봉영화,장편,일본,1,14000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13689,청아,김정호,대흥엔터테인먼트주니파워픽처스(주),,(주)인피니티엔터테인먼트,2014-09-25,개봉영화,장편,한국,1,17000,2,17000,2,드라마,청소년관람불가,독립/예술영화
13690,친척동생,최성은,(주)영화사히트,,(주)영화사히트,2020-02-25,개봉영화,장편,한국,2,2000,2,0,0,기타,청소년관람불가,일반영화
13691,캘린더걸-무삭제,강현철,스마일컨텐츠,,스마일컨텐츠,2016-07-26,개봉영화,장편,한국,1,7000,2,0,0,멜로/로맨스,청소년관람불가,일반영화
13692,캠걸,미르카 비올라,,주식회사 풍경소리,(주)액티버스엔터테인먼트,2014-06-12,개봉영화,장편,이탈리아,1,12000,2,0,0,드라마,청소년관람불가,독립/예술영화
13693,컨저링 하우스,,,(유)조이앤시네마,(유)조이앤시네마,2018-07-07,개봉영화,장편,미국,1,2000,2,1000,1,공포(호러),15세이상관람가,일반영화
13694,코모도 대 코브라,짐 위노스키,,스크린조이,스크린조이,2015-04-02,개봉영화,장편,미국,1,14000,2,0,0,공포(호러),15세이상관람가,일반영화
13695,쿵푸 허슬: 무적 파이터,엽영건,,위드시네마,위드시네마,2022-05-04,개봉영화,장편,홍콩,1,2000,2,0,0,액션,15세이상관람가,일반영화
13696,크레이지 데스 게임,,,(주)알이디아이스엔터,(주)알이디아이스엔터,2019-04-12,개봉영화,장편,미국,1,2000,2,0,0,액션,15세이상관람가,일반영화
13697,킬러,카말 암드,,라인트리엔터테인먼트,라인트리엔터테인먼트,2015-11-26,개봉영화,장편,미국,2,15000,2,0,0,액션,청소년관람불가,일반영화
13698,킬러본색: 블랙페이스,야마가 타카유키,,스크린조이,스크린조이,2015-02-26,개봉영화,장편,일본,1,14000,2,0,0,액션,청소년관람불가,일반영화
13699,톰하디의 도망자,마틴 허버티,,라인트리엔터테인먼트,라인트리엔터테인먼트,2013-02-25,개봉영화,장편,영국,1,9000,2,0,0,액션,15세이상관람가,일반영화
13700,트리하우스,마이클 바틀렛,,(주)이놀미디어,(주)이놀미디어,2015-06-25,개봉영화,장편,미국,1,14000,2,0,0,공포(호러),15세이상관람가,일반영화
13701,트립 투 하코네,타나다 유키,,(주)디오시네마,(주)디오시네마,2018-09-28,개봉영화,장편,일본,1,14000,2,0,0,드라마,12세이상관람가,독립/예술영화
13702,특수기동대: 악의 말살,토니 글레이저,,(주)케이알씨지,(주)케이알씨지,2017-09-05,개봉영화,장편,미국,2,5000,2,0,0,액션,15세이상관람가,일반영화
13703,파라노말 다이어리 : 클롭힐,마이클 바틀렛케빈 게이츠,,(주)이놀미디어,(주)이놀미디어,2015-06-11,개봉영화,장편,미국,1,12000,2,0,0,공포(호러),청소년관람불가,일반영화
13704,파라노말 시그널,라이언 브룩하트,,주식회사 풍경소리,주식회사 풍경소리,2017-02-03,개봉영화,장편,미국,1,10000,2,5000,1,공포(호러),15세이상관람가,일반영화
13705,파라노말 2018,님로드 잘마노아이즈,,(주)케이알씨지,(주)케이알씨지,2018-06-26,개봉영화,장편,미국,1,2000,2,1000,1,공포(호러),15세이상관람가,일반영화
13706,파이판,제이민,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2012-05-31,개봉영화,장편,중국,1,14000,2,14000,2,드라마,전체관람가,독립/예술영화
13707,포커 나이트,그렉 프랜시스,,(주)이놀미디어,(주)이놀미디어,2015-09-17,개봉영화,장편,미국,1,14000,2,0,0,스릴러,청소년관람불가,일반영화
13708,폭유!수영교실,이시카와 지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-03-06,개봉영화,장편,일본,1,36000,2,36000,2,성인물(에로),청소년관람불가,일반영화
13709,프라이빗섹스,모리카쿠 타케유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-12-17,개봉영화,장편,일본,1,14000,2,14000,2,멜로/로맨스,청소년관람불가,일반영화
13710,프레데터 2018,니콜라스 메짜나토,,(주)케이알씨지,(주)케이알씨지,2018-06-19,개봉영화,장편,미국,1,2000,2,1000,1,액션,15세이상관람가,일반영화
13711,피그,핸리 배리얼,,(주)이놀미디어,(주)이놀미디어,2015-07-02,개봉영화,장편,미국,1,14000,2,0,0,드라마,15세이상관람가,일반영화
13712,필드 오브 로스트 슈즈,숀 맥나마라,,(주)이놀미디어,(주)이놀미디어,2015-08-18,개봉영화,장편,미국,1,14000,2,0,0,액션,15세이상관람가,일반영화
13713,핑거프린트,해리 바실,그레이마크,㈜코리아스크린,㈜코리아스크린,2010-04-29,개봉영화,장편,미국,1,9000,2,N/A,0,공포(호러),청소년관람불가,일반영화
13714,하고싶어,사토 토시키,,(주)인디플러그,(주)인디플러그,2012-02-07,개봉영화,장편,일본,1,16000,2,16000,2,성인물(에로),청소년관람불가,일반영화
13715,하연의 투샷,이로운,(주)영화사히트,,(주)영화사히트,2022-03-09,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
13716,혼외정사,최성은,(주)영화사히트,,(주)영화사히트,2021-09-15,개봉영화,장편,한국,1,2000,2,0,0,드라마,청소년관람불가,일반영화
13717,활: 사막의 제왕,고봉,,(주)케이알씨지,(주)케이알씨지,2015-02-12,개봉영화,장편,홍콩,1,14000,2,0,0,액션,12세이상관람가,일반영화
13718,황금 육체-정사의 맛,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-10-26,개봉영화,장편,일본,1,10000,2,0,0,성인물(에로),청소년관람불가,일반영화
13719,히트스트로크,에버린 퍼셀,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-09-15,개봉영화,장편,미국,2,15000,2,0,0,액션,15세이상관람가,일반영화
13720,AV 아이돌,조조 히데오,(주)영화사조아,,골든타이드픽처스(주),2012-08-02,개봉영화,장편,한국,1,10000,2,0,0,코미디,청소년관람불가,일반영화
13721,sm 헌터,카타오카 슈지,,(주)인디플러그,(주)인디플러그,2012-02-07,개봉영화,장편,일본,1,16000,2,16000,2,성인물(에로),청소년관람불가,일반영화
13722,ＡＶ여배우의 자취방,후지모리 에이지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-01,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13723,가난한 새댁 : 몸으로 내는 월세,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019-06-28,개봉영화,장편,일본,1,1000,1,0,0,드라마,청소년관람불가,일반영화
13724,가라데 파이터,호세 몬테시노스,,(주)케이알씨지,(주)케이알씨지,2016-07-01,개봉영화,장편,미국,1,5000,1,0,0,액션,15세이상관람가,일반영화
13725,가랑이를 벌렸다,모소조쿠,,,(주)가온콘텐츠,2022-11-10,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13726,가랑이를 벌렸다 무삭제판,모소조쿠,,,(주)가온콘텐츠,2023-01-31,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13727,가부키쵸 육체 마사지,카타오카 나루오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13728,가사도우미 풀서비스 침대로 가요,이시다 마모루,,,(주)영진크리에이티브,2023-03-24,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13729,가슴 노출을 허하라!,리나 에스코,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-09-19,개봉영화,장편,미국,1,9000,1,9000,1,코미디,15세이상관람가,독립/예술영화
13730,가슴 크고 귀여운 청순녀의 표정,오자키 히로코우지,,(주)플라이어,(주)플라이어,2019-08-09,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13731,가슴 큰 건물주 재희,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2023-02-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13732,가슴 큰 그녀:질펀한 마사지,버드맨 텟페이,,,(주)영진크리에이티브,2021-09-20,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13733,가슴 큰 새엄마 루미,히이라기 엔부,,,(주)영진크리에이티브,2021-06-15,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13734,가슴 큰 새엄마 시오리,사쿠라비토,,,(주)영진크리에이티브,2022-11-29,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13735,가슴 큰 새엄마:동정교육,코엔지 고로,,,(주)영진크리에이티브,2022-11-11,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13736,가슴 큰 여자선배 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-08-11,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13737,가슴 큰 친구 여친,한대위,(주)영화사가을,,(주)영화사가을,2021-03-08,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13738,가슴 큰 친구여친 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2021-10-02,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13739,가슴으로 죽이는 여자,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-11,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13740,가슴을 탐하는 남자들,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-31,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13741,가슴이 이쁜 그녀와 섹스판타지,아라시야마 미치루,,,(주)빅콘미디어,2021-01-05,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13742,가슴이 풍만한 그녀 3번의 정사,,,,(주)빅콘미디어,2021-03-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13743,가슴전문 마사지샵,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-11,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13744,가슴큰간병인-특별한서비스,천성준,에이원 미디어,,에이원 미디어,2021-07-16,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
13745,가슴큰누나들-무삭제,김경택,스마일컨텐츠,,스마일컨텐츠,2018-07-20,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13746,가슴큰며느리,이정석,스마일컨텐츠,,스마일컨텐츠,2020-08-07,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13747,가슴큰며느리-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-07,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13748,가슴큰새엄마,이정석,스마일컨텐츠,,스마일컨텐츠,2020-07-24,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13749,가슴큰새엄마-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-16,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13750,가슴큰엄마들-무삭제,차지민,스마일컨텐츠,,스마일컨텐츠,2019-10-04,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13751,가슴큰엄마친구,이정석,스마일컨텐츠,,스마일컨텐츠,2020-07-17,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13752,가슴큰엄마친구-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-09,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13753,가슴큰자매들,이정석,스마일컨텐츠,,스마일컨텐츠,2020-09-02,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13754,가슴큰자매들 - 무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-10-14,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13755,가슴큰친구누나들,이정석,스마일컨텐츠,,스마일컨텐츠,2020-11-06,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13756,가슴큰친구누나들-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2021-01-06,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13757,가자 장미여관으로 4 - 무삭제판,최우성,컨텐츠레드,,(주)컨텐츠 빌리지,2020-09-10,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13758,가정교사 길들이기,조조 히데오,,(주)에스와이미디어,(주)에스와이미디어,2017-05-16,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13759,가정교사:만져주기,토모마츠 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-08-27,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13760,가정교사: 앞집 아줌마의 수업,고토 다이스케,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-08-30,개봉영화,장편,일본,1,9000,1,9000,1,멜로/로맨스,청소년관람불가,일반영화
13761,가정교사: 하고 싶은 여자,안도 히로시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-09-10,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13762,가정교사의 맛있는 수업,카타오카 슈지,,(주)영화사 사계절,(주)영화사 사계절,2015-07-30,개봉영화,장편,일본,1,5000,1,5000,1,멜로/로맨스,청소년관람불가,일반영화
13763,가정교사의 비밀수업,노토 히데미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-01-03,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13764,가정교사의 성교육,타니자키 오사무,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-22,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13765,가정교사의 은밀한 개인교습-무삭제판-,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-03,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13766,가정교사의 질투,이시카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-12,개봉영화,장편,일본,1,5000,1,5000,1,성인물(에로),청소년관람불가,일반영화
13767,가정교사의 참교육,헤이키 치로,,(주)빅콘미디어,(주)빅콘미디어,2020-08-31,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13768,가정방문과 거유부인,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-24,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13769,가정부 길들이기 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-10,개봉영화,장편,한국,1,5000,1,0,0,드라마,청소년관람불가,일반영화
13770,가정부 아줌마의 팬티 유혹,,,,(주)씨맥스커뮤니케이션즈,2023-01-12,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13771,가정부 : 맛있는 서비스,정완경안상진,(주)영화사가을,,(주)영화사가을,2018-10-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13772,가정부 : 맛있는 서비스 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2018-11-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13773,가정부의 맛,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-07-02,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13774,가정부의 목적,박범수,(주)케이알씨지,,(주)케이알씨지,2017-06-29,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
13775,가정부의 유혹,최성은,(주)영화사히트,,(주)영화사히트,2021-02-04,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
13776,가정부의 젖은 스타킹,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-17,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13777,가정집 안마방 특별한 서비스,김현수,영화사 레드카펫,,주식회사 루믹스미디어,2022-11-17,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
13778,가족들의 이상한 근친,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-05-20,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
13779,가족사진,무카이 무네토시,,(주)영진크리에이티브,(주)영진크리에이티브,2017-11-03,개봉영화,장편,일본,1,6000,1,0,0,드라마,전체관람가,일반영화
13780,가족여행 커플체인지,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2022-11-04,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13781,가족이 되기까지,잔 에리,,주식회사 세미콜론스튜디오,주식회사 세미콜론스튜디오,2019-11-01,개봉영화,장편,프랑스,1,1000,1,0,0,가족,12세이상관람가,독립/예술영화
13782,가죽소파의 새엄마,키타노 마지메,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-07,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13783,가질 수 없는 첫사랑 가정교사,,,(주)빅콘미디어,(주)빅콘미디어,2020-03-28,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13784,가출한 옆집 유부녀,미나토야 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-05,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13785,가해자의 딸 나츠메 유키,엔 카즈키,,(주)플라이어,(주)플라이어,2016-09-29,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13786,각성한 며느리와 시아버지,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13787,간병인들:농익은 서비스,나베,,,(주)영진크리에이티브,2022-01-07,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13788,간병인의 황제서비스,카네코 지로,,,(주)영진크리에이티브,2021-08-17,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13789,간보는 시아버지,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13790,간보는 음란숙모,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
