영화명,감독,제작사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
그린 호넷,미셸 공드리,,2011-01-27,장편,미국,316,2152644900.0,195933,884955500.0,78399,드라마,15세이상관람가,일반영화
문폴,롤랜드 에머리히,화이브라더스,2022-03-16,장편,미국,1174,1962767300.0,195344,594958230.0,57054,액션,12세이상관람가,일반영화
극장판 포켓몬스터 모두의 이야기,야지마 테츠오,쇼가쿠칸 슈에이샤 프로덕션,2018-12-19,장편,일본,493,1523609950.0,194692,307295100.0,38158,애니메이션,전체관람가,일반영화
미러,알렉산더 아야,,2008-09-18,장편,미국,204,1331646500.0,193815,487016500.0,66812,공포(호러),청소년관람불가,일반영화
투혼,김상진,㈜감독의집(주)시네마제니스,2011-10-06,장편,한국,356,1336010500.0,193724,351391000.0,47396,드라마,전체관람가,일반영화
무현 두 도시 이야기,전인환,<무현 두 도시 이야기> 제작위원회 엠앤씨에프,2016-10-26,장편,한국,66,1517735100.0,193578,521021200.0,63745,다큐멘터리,15세이상관람가,독립/예술영화
언더독,오성윤이춘백,(주)오돌또기,2019-01-16,장편,한국,612,1485934830.0,193484,420191450.0,50913,애니메이션,전체관람가,일반영화
덤 앤 더머 투,바비 패럴리피터 패럴리,,2014-11-27,장편,미국,343,1436861585.0,192726,506173585.0,65151,코미디,15세이상관람가,일반영화
디어 존,라세 할스트롬,릴레티비티 미디어,2010-03-04,장편,미국,262,1440264401.0,192530,549945500.0,70021,드라마,12세이상관람가,일반영화
응징자,신동엽,(주)엔브릭스,2013-10-30,장편,한국,305,1388412500.0,192347,364187000.0,48291,액션,청소년관람불가,일반영화
나미야 잡화점의 기적,히로키 류이치,,2018-02-28,장편,일본,532,1455461885.0,191880,458198585.0,57998,판타지,전체관람가,독립/예술영화
쥴리의 육지 대모험,구 안 호,,2011-09-08,장편,미국,192,1295342000.0,191783,244822000.0,33490,애니메이션,전체관람가,일반영화
보이후드,리차드 링클레이터,,2014-10-23,장편,미국,219,1468359718.0,190893,757583018.0,95486,드라마,15세이상관람가,독립/예술영화
컬러풀 웨딩즈,필립 드 쇼브홍,,2014-10-16,장편,프랑스,343,1455808980.0,190384,595118380.0,74982,코미디,12세이상관람가,일반영화
검객,최재훈,오퍼스픽쳐스(유),2020-09-23,장편,한국,832,1619781870.0,190237,315861680.0,36965,액션,15세이상관람가,일반영화
업그레이드,리 워넬,,2018-09-06,장편,미국,220,1740245800.0,189948,518659400.0,55677,액션,15세이상관람가,일반영화
50가지 그림자: 심연,제임스 폴리,,2017-02-09,장편,미국,435,1589180900.0,189620,583553000.0,67787,드라마,청소년관람불가,일반영화
글로리데이,최정열,(주)보리픽쳐스,2016-03-24,장편,한국,494,1484010868.0,189047,451492668.0,54491,드라마,15세이상관람가,독립/예술영화
커넥트,진목승,,2008-11-20,장편,홍콩,202,1145569333.0,188807,359862833.0,57299,액션,15세이상관람가,일반영화
앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,소니 픽처스 애니메이션,2019-08-07,장편,미국,512,1432145073.0,188365,262775033.0,32734,애니메이션,전체관람가,일반영화
프리즈너스,드니 빌뇌브,앨컨 엔터테인먼트,2013-10-02,장편,미국,297,1362962500.0,186460,587294000.0,76845,범죄,청소년관람불가,일반영화
런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,2018-12-05,장편,한국,511,1414494750.0,186324,233597650.0,28810,애니메이션,전체관람가,일반영화
나의 특별한 사랑이야기,아담 브룩스,,2008-04-09,장편,미국,142,1166701500.0,186234,560627000.0,87923,코미디,15세이상관람가,일반영화
기생수 파트1,야마자키 타카시,,2015-02-26,장편,일본,247,1534923185.0,186184,438111585.0,51401,스릴러,청소년관람불가,일반영화
팬,조 라이트,,2015-10-08,장편,미국,428,1422971592.0,185960,436454392.0,53867,판타지,전체관람가,일반영화
사라진 시간,정진영,(주)비에이엔터테인먼트(주)다니필름,2020-06-18,장편,한국,874,1651188580.0,185653,388762580.0,43314,미스터리,15세이상관람가,일반영화
해피 피트 2,조지 밀러,빌리지 로드쇼 픽처스,2012-02-02,장편,기타,315,1459727000.0,185420,414212500.0,48493,애니메이션,전체관람가,일반영화
플라이 미 투 더 문,벤 스타센,,2008-10-30,장편,기타,146,1169112492.0,185339,292153500.0,40250,애니메이션,전체관람가,일반영화
더 셰프,존 웰스,와인스타인 컴퍼니,2015-11-05,장편,미국,409,1471118148.0,185080,630704148.0,76823,드라마,15세이상관람가,일반영화
롱 샷,조나단 레빈,굿 유니버스,2019-07-24,장편,미국,454,1622789797.0,184796,756409017.0,85515,코미디,15세이상관람가,일반영화
우상,이수진,리 공동체 영화사(주)바른손,2019-03-20,장편,한국,900,1581839728.0,183784,534386118.0,59765,스릴러,15세이상관람가,일반영화
마이 리틀 히어로,김성훈,굿초이스컷픽쳐스(주),2013-01-09,장편,한국,341,1286203128.0,183650,358976628.0,49040,드라마,전체관람가,일반영화
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,,2018-06-06,장편,일본,588,1394555400.0,183421,222643100.0,27844,애니메이션,전체관람가,독립/예술영화
명탐정 코난 : 탐정들의 진혼가,야마모토 야스이치로,,2014-02-13,장편,일본,294,1199693100.0,182668,218392700.0,31453,애니메이션,12세이상관람가,일반영화
극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,,2018-08-15,장편,일본,463,1368372400.0,182256,212102900.0,26827,애니메이션,전체관람가,일반영화
바니버디,팀 힐,,2011-07-20,장편,미국,224,1207951000.0,181841,283924000.0,40511,애니메이션,전체관람가,일반영화
20세기 소년,츠츠미 유키히코,,2008-09-11,장편,일본,212,1139152167.0,181649,482688667.0,72673,SF,12세이상관람가,일반영화
엔젤 해즈 폴른,릭 로먼 워,밀레니엄 필름스,2019-11-13,장편,미국,601,1479789022.0,181400,473592882.0,55235,액션,15세이상관람가,일반영화
유령작가,로만 폴란스키,프랑스2시네마엘프떼P.P.Films,2010-06-02,장편,프랑스,189,1336206483.0,180826,552752500.0,71043,미스터리,15세이상관람가,독립/예술영화
백악관 최후의 날,안톤 후쿠아,밀레니엄 필름스,2013-06-05,장편,미국,283,1268117000.0,180661,400500000.0,55246,액션,청소년관람불가,일반영화
해양경찰 마르코,얀 리벡,,2013-02-14,장편,기타,276,1143045000.0,180618,228714500.0,34508,어드벤처,전체관람가,일반영화
로마 위드 러브,우디 알렌,Medusa Film,2013-04-18,장편,미국,201,1322285801.0,180486,878765801.0,116909,코미디,청소년관람불가,독립/예술영화
127시간,대니 보일,에베레스트 엔터테인먼트,2011-02-17,장편,미국,233,1333438500.0,180332,480060000.0,61595,드라마,15세이상관람가,일반영화
레전드,브라이언 헬겔랜드,,2015-12-10,장편,프랑스,449,1439444930.0,180082,508529730.0,61257,액션,청소년관람불가,일반영화
댄 인 러브,피터 헤지스,,2008-03-27,장편,미국,175,1151134167.0,179680,566063667.0,85688,코미디,12세이상관람가,일반영화
밤쉘: 세상을 바꾼 폭탄선언,제이 로치,브론 스튜디오스,2020-07-08,장편,미국,882,1520624340.0,179393,670240220.0,77859,드라마,15세이상관람가,독립/예술영화
오펀: 천사의 탄생,윌리엄 브렌트 벨,엔터테인먼트 원,2022-10-12,장편,미국,707,1807207476.0,177705,518641020.0,51976,공포(호러),15세이상관람가,일반영화
핵소 고지,멜 깁슨,크로스 크릭 픽처스,2017-02-22,장편,미국,442,1342081900.0,177601,470997000.0,60479,드라마,15세이상관람가,일반영화
아빠가 여자를 좋아해,이광재,(주)하리마오픽쳐스,2010-01-14,장편,한국,283,1264356155.0,177535,349074500.0,45922,멜로/로맨스,12세이상관람가,일반영화
허트 로커,캐서린 비글로우,서밋 엔터테인먼트,2010-04-22,장편,미국,166,1323984967.0,177509,603903200.0,77020,전쟁,15세이상관람가,독립/예술영화
문라이트,배리 젠킨스,,2017-02-22,장편,미국,173,1403639195.0,177483,851030495.0,105926,드라마,15세이상관람가,독립/예술영화
유전,아리 애스터,,2018-06-07,장편,미국,422,1560899725.0,177145,545540325.0,59471,공포(호러),15세이상관람가,일반영화
겟 스마트,피터 시걸,,2008-06-19,장편,미국,166,1152676500.0,176852,506078500.0,74431,범죄,12세이상관람가,일반영화
명탐정 코난:은빛 날개의 마술사,야마모토 야스이치로,,2013-01-24,장편,일본,139,1158686500.0,176483,210276500.0,31323,애니메이션,전체관람가,일반영화
멍뭉이,김주환,(주)와이웍스엔터테인먼트(주)돈키호테엔터테인먼트,2023-03-01,장편,한국,649,1656210392.0,176435,485326778.0,49597,드라마,전체관람가,일반영화
더 로드,존 힐코트,,2010-01-07,장편,미국,172,1303099693.0,176152,535743000.0,69037,SF,15세이상관람가,일반영화
채비,조영준,(주)26컴퍼니(주)영화사바른,2017-11-09,장편,한국,480,1249977864.0,175889,320185164.0,43533,드라마,12세이상관람가,일반영화
오퍼나지: 비밀의계단,후안 안토니오 바요나,,2008-02-14,장편,스페인,168,1132095000.0,175588,447712500.0,65604,드라마,15세이상관람가,일반영화
나는 내일 어제의 너와 만난다,미키 타카히로,,2017-10-12,장편,일본,206,1344639400.0,175519,450954600.0,58106,멜로/로맨스,12세이상관람가,독립/예술영화
톱스타,박중훈,영화사 문(주),2013-10-24,장편,한국,397,1194180500.0,175152,391021500.0,55093,드라마,15세이상관람가,일반영화
부활,케빈 레이놀즈,,2016-03-17,장편,미국,120,1240599600.0,175146,416698600.0,56248,드라마,12세이상관람가,일반영화
두번할까요,박용집,(주)영화사울림(주)영화사바른,2019-10-17,장편,한국,658,1449660120.0,174938,369483800.0,43186,코미디,15세이상관람가,일반영화
업사이드 다운,후안 디에고 솔라나스,,2012-11-08,장편,기타,309,1225993645.0,174879,498007145.0,67389,SF,12세이상관람가,일반영화
론 서바이버,피터 버그,,2014-04-02,장편,미국,305,1310414120.0,173678,366057320.0,46564,액션,15세이상관람가,일반영화
찰리윌슨의 전쟁,마이크 니콜스,,2008-02-06,장편,미국,150,1138316611.0,173263,485977611.0,71543,코미디,15세이상관람가,일반영화
어느 가족,고레에다 히로카즈,칸 국제 영화제,2018-07-26,장편,일본,126,1430044900.0,173010,892557000.0,104979,드라마,15세이상관람가,독립/예술영화
발렌타인 데이,게리 마샬,뉴라인 시네마카쯔 엔터테인먼트,2010-02-11,장편,미국,200,1337699931.0,172997,708218500.0,88323,멜로/로맨스,15세이상관람가,일반영화
방법: 재차의,김용완,클라이맥스 스튜디오(주)(주)씨제이이엔엠스튜디오 드래곤(주)키이스트,2021-07-28,장편,한국,838,1542513510.0,172969,347753420.0,38779,미스터리,15세이상관람가,일반영화
아빠를 빌려드립니다,김덕수,(주)이스트스카이필름(주)어뮤즈엔터테인먼트,2014-11-20,장편,한국,326,1188673500.0,172445,320981200.0,44487,코미디,12세이상관람가,일반영화
자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,2019-02-27,장편,한국,624,1304861670.0,172212,349815310.0,44630,드라마,12세이상관람가,일반영화
조이,데이빗 O. 러셀,,2016-03-10,장편,미국,405,1372216200.0,171577,614470400.0,74056,코미디,12세이상관람가,일반영화
극장판 엄마 까투리: 도시로 간 까투리 가족,정길훈,(주)퍼니플럭스,2022-09-08,장편,한국,616,1591633099.0,171367,285360594.0,31886,애니메이션,전체관람가,일반영화
앵커,정지연,(주)인사이트필름(주)어바웃잇(주)디씨지플러스,2022-04-20,장편,한국,1032,1650141610.0,171105,476095980.0,49757,스릴러,15세이상관람가,일반영화
케로로 더 무비:케로로 VS 케로로 천공대결전,사토 준이치,,2008-08-07,장편,일본,63,982898500.0,170998,233300500.0,38921,애니메이션,전체관람가,일반영화
더 프레데터,쉐인 블랙,,2018-09-12,장편,미국,582,1502022014.0,170878,415294114.0,45133,SF,청소년관람불가,일반영화
예수는 역사다,존 건,,2017-07-13,장편,미국,217,1229743400.0,170796,336647800.0,42982,드라마,전체관람가,독립/예술영화
19곰 테드 2,세스 맥팔레인,,2015-06-25,장편,미국,297,1378084400.0,170647,605457800.0,72311,코미디,청소년관람불가,일반영화
그랑프리,양윤호,(주)네버엔딩스토리,2010-09-16,장편,한국,235,1241827441.0,170446,379100000.0,48666,드라마,12세이상관람가,일반영화
대배우,석민우,주식회사 영화사다,2016-03-30,장편,한국,474,1245426228.0,169855,337587528.0,44595,코미디,12세이상관람가,일반영화
새해전야,홍지영,(주)수필름,2021-02-10,장편,한국,906,1563530850.0,169789,395332540.0,43037,멜로/로맨스,12세이상관람가,일반영화
매직브러시,쯔씽 쫑,,2016-05-04,장편,중국,460,1269463800.0,169257,277581400.0,33920,애니메이션,전체관람가,독립/예술영화
라스트베가스,존 터틀타웁,,2014-05-08,장편,미국,349,1302220176.0,169138,482443076.0,60402,코미디,15세이상관람가,일반영화
렛 미 인,맷 리브스,EFTI,2010-11-18,장편,영국,220,1158654342.0,169072,413320000.0,56183,드라마,15세이상관람가,독립/예술영화
노리개,최승호,주식회사 마운틴픽쳐스,2013-04-18,장편,한국,278,1229574500.0,169054,371215500.0,48830,드라마,청소년관람불가,일반영화
나는 아빠다,전만배이세영,(주)기억속의매미,2011-04-14,장편,한국,300,1246420500.0,168049,364430500.0,47282,액션,청소년관람불가,일반영화
진범,고정욱,(주)빅오션이엔엠(주)트러스트스튜디오,2019-07-10,장편,한국,224,1424601000.0,167333,298936100.0,34223,스릴러,15세이상관람가,일반영화
비밀애,류훈권지연,(주)한컴(주)코난픽쳐스,2010-03-25,장편,한국,275,1227023002.0,167132,417641000.0,53814,멜로/로맨스,청소년관람불가,일반영화
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,2017-08-10,장편,일본,351,1175560900.0,166252,194738200.0,26136,애니메이션,전체관람가,일반영화
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,야쿠와 신노스케,,2014-09-04,장편,일본,277,1183524300.0,166092,221826900.0,29570,애니메이션,전체관람가,일반영화
마루이 비디오,윤준형,(주)발포플랜(주)브라더픽처스,2023-02-22,장편,한국,284,1704258500.0,165761,311222000.0,31073,미스터리,15세이상관람가,일반영화
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,쿠스바 고조,,2012-07-25,장편,일본,184,1071505500.0,165640,196301000.0,28865,애니메이션,전체관람가,일반영화
스플라이스,빈센조 나탈리,(주)미로비젼고몽코퍼 하트 엔터테인먼트다크 캐슬 엔터테인먼트,2010-07-01,장편,기타,126,1284084141.0,165393,552270500.0,68259,SF,청소년관람불가,일반영화
킬러 엘리트,개리 맥켄드리,,2011-09-22,장편,미국,251,1249754000.0,165123,461384000.0,58182,스릴러,청소년관람불가,일반영화
김복남 살인사건의 전말,장철수,(주)필마픽쳐스 (주)토리픽쳐스,2010-09-02,장편,한국,107,1272487471.0,164450,471480200.0,58738,스릴러,청소년관람불가,독립/예술영화
더 페이버릿: 여왕의 여자,요르고스 란티모스,엘리먼트 픽처스,2019-02-21,장편,미국,83,1380191276.0,164372,831098346.0,97482,드라마,15세이상관람가,독립/예술영화
세이프 하우스,다니엘 에스피노사,,2012-02-29,장편,미국,292,1223151500.0,163729,433708500.0,55352,액션,15세이상관람가,일반영화
팬도럼,크리티앙 알버트,콘스탄틴 필름 프로덕션,2009-10-22,장편,독일,189,1241613605.0,163494,395457000.0,49362,액션,청소년관람불가,일반영화
무법자,김철한,청강스토리㈜,2010-03-18,장편,한국,192,1241201107.0,163334,284829000.0,34920,드라마,청소년관람불가,일반영화
다크아워,크리스 고락,,2012-01-05,장편,미국,324,1319649000.0,162604,356461000.0,41658,SF,12세이상관람가,일반영화
아메리칸 울트라,니마 누리자데,라이언스게이트,2015-08-27,장편,미국,341,1301387295.0,161382,468332595.0,56452,액션,청소년관람불가,일반영화
트랜스포터: 리퓰드,카밀 들라마레,카날 플러스,2015-10-15,장편,프랑스,432,1263319115.0,161245,335757915.0,41198,액션,15세이상관람가,일반영화
빅,트레버 월,,2016-07-27,장편,미국,332,1174196720.0,160860,215962400.0,28656,애니메이션,전체관람가,독립/예술영화
부산,박지원,(주)오죤필름,2009-10-15,장편,한국,204,1185994280.0,160741,283830500.0,36192,액션,청소년관람불가,일반영화
고장난 론,사라 스미스장 필립 바인옥타비오 E. 로드리게즈,20세기 애니메이션,2021-10-27,장편,미국,904,1440020590.0,160005,356391860.0,37312,애니메이션,전체관람가,일반영화
더 큐어,고어 버빈스키,,2017-02-15,장편,미국,419,1331883200.0,159948,484137700.0,56699,미스터리,청소년관람불가,일반영화
니코,마이클 헤트너캐리 주스넌,,2008-12-24,장편,기타,168,971874013.0,158693,203771500.0,31660,애니메이션,전체관람가,일반영화
공기살인,조용선,(주)마스터원엔터테인먼트TCO(주)더콘텐츠온,2022-04-22,장편,한국,756,1473339250.0,158265,344144210.0,37616,드라마,12세이상관람가,일반영화
더 자이언트,프라파스 콜사라논,,2013-02-21,장편,미국,227,996566000.0,157972,270661000.0,40716,애니메이션,전체관람가,일반영화
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,우시로 신지,OLM,2018-09-20,장편,일본,454,1205873200.0,157689,181911300.0,22720,애니메이션,전체관람가,일반영화
데스 레이스,폴 W.S. 앤더슨,,2008-10-16,장편,미국,151,1044019000.0,156983,281078000.0,40206,SF,청소년관람불가,일반영화
어브덕션,존 싱글톤,,2011-09-29,장편,미국,285,1140666500.0,156744,425276500.0,55730,액션,15세이상관람가,일반영화
써커 펀치,잭 스나이더,레전더리 픽처스,2011-04-07,장편,미국,240,1223821000.0,156606,432024000.0,52115,액션,15세이상관람가,일반영화
빨간모자의 진실 2,마이크 디사,,2011-07-13,장편,미국,287,1113721000.0,155798,301066500.0,40375,애니메이션,전체관람가,일반영화
아메리칸 허슬,데이빗 O. 러셀,컬럼비아 픽처스,2014-02-20,장편,미국,245,1195060400.0,155374,706132800.0,90145,범죄,청소년관람불가,독립/예술영화
아토믹 블론드,데이빗 레이치,덴버 앤 델리아 프로덕션스,2017-08-30,장편,미국,471,1177725658.0,155368,486321658.0,62007,액션,청소년관람불가,일반영화
레고 닌자고 무비,찰리 빈,,2017-09-28,장편,미국,459,1149394400.0,154966,292991400.0,37758,애니메이션,전체관람가,일반영화
최강전사 미니특공대 : 새로운 악당의 습격,이영준,(주)삼지애니메이션,2015-02-05,장편,한국,318,1163431200.0,154342,220766300.0,27906,애니메이션,전체관람가,일반영화
크레이지 리치 아시안,존 추,컬러 포스,2018-10-25,장편,미국,531,1333313141.0,154297,606690591.0,68552,멜로/로맨스,12세이상관람가,일반영화
킥 애스: 영웅의 탄생,매튜 본,마브 필름플랜 비 엔터테인먼트라이온스 게이트 필름즈,2010-04-22,장편,영국,221,1167536970.0,153849,500415500.0,63215,액션,청소년관람불가,일반영화
폴리스 스토리 2014,딩성,,2014-01-29,장편,중국,251,1138068500.0,153591,265234000.0,34086,액션,15세이상관람가,일반영화
더 레이븐,제임스 맥티그,,2012-07-05,장편,미국,265,1123639000.0,153278,378660500.0,49491,스릴러,청소년관람불가,일반영화
타오르는 여인의 초상,셀린 시아마,그린나래미디어,2020-01-16,장편,프랑스,120,1286959338.0,153178,764451358.0,87747,드라마,15세이상관람가,독립/예술영화
마이 블루베리 나이츠,왕가위,,2008-03-06,장편,홍콩,157,983901850.0,152314,78253667.0,84207,멜로/로맨스,12세이상관람가,일반영화
극장판 엉덩이 탐정: 수플레 섬의 비밀,자코 아키후미,,2022-05-05,장편,일본,770,1406338740.0,152301,218488520.0,22968,애니메이션,전체관람가,일반영화
트롤: 월드 투어,월트 도른데이빗 P.스미스,드림웍스 애니메이션,2020-04-29,장편,미국,344,1168000320.0,152159,303995980.0,37939,애니메이션,전체관람가,일반영화
시카리오: 암살자의 도시,드니 빌뇌브,라이언스게이트,2015-12-03,장편,미국,227,1230501192.0,152061,588321492.0,71188,범죄,청소년관람불가,독립/예술영화
익스펜더블 3,패트릭 휴즈,라이언스게이트,2014-08-20,장편,미국,320,1158358800.0,152025,289064100.0,36474,액션,15세이상관람가,일반영화
아메리칸 셰프,존 파브로,오픈 로드 필름스,2015-01-07,장편,미국,111,1240660929.0,151833,787266129.0,95079,코미디,15세이상관람가,독립/예술영화
히든 카드,브래드 퍼맨,애피언 웨이 프로덕션,2013-09-26,장편,미국,362,1080423651.0,151476,367779151.0,48767,범죄,청소년관람불가,일반영화
달빛궁궐,김현주,스튜디오홀호리(주)(주)콘텐츠판다,2016-09-07,장편,한국,425,1134639700.0,151360,258859700.0,31822,애니메이션,전체관람가,일반영화
쏘우 V,데이빗 해클,,2008-12-03,장편,미국,153,1044040000.0,150835,385276000.0,53247,범죄,청소년관람불가,일반영화
스테이트 오브 플레이,케빈 맥도널드,,2009-04-30,장편,미국,197,998567826.0,150447,411384500.0,58663,드라마,12세이상관람가,일반영화
로맨틱 아일랜드,강철우,㈜스토리팩토리,2008-12-24,장편,한국,208,1002069212.0,150401,363551000.0,51505,멜로/로맨스,15세이상관람가,일반영화
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,타카하시 와타루,신에이 동화,2015-04-23,장편,일본,372,1085388600.0,150226,171433200.0,22562,애니메이션,전체관람가,일반영화
다운사이징,알렉산더 페인,,2018-01-11,장편,미국,511,1236582004.0,150215,428993404.0,51033,드라마,15세이상관람가,일반영화
미스터트롯: 더 무비,전수경,(주)영화사 그램,2020-10-22,장편,한국,449,1288754100.0,150119,356326100.0,41283,공연,전체관람가,일반영화
비정규직 특수요원,김덕수,(주)스톰픽쳐스코리아컴퍼니에이이엔티(주),2017-03-16,장편,한국,497,1150732700.0,149719,244094600.0,30726,코미디,15세이상관람가,일반영화
워킹걸,정범식,(주)홍필름(주)수필름,2015-01-07,장편,한국,308,1183887479.0,149181,389163479.0,49874,코미디,청소년관람불가,일반영화
짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,무토우 유지,,2009-09-24,장편,일본,87,1032246002.0,148964,297200000.0,41600,애니메이션,전체관람가,일반영화
레고 배트맨 무비,크리스 맥케이,애니멀 로직,2017-02-09,장편,미국,427,1175424305.0,148760,387885305.0,45835,애니메이션,전체관람가,일반영화
미스컨덕트,시모사와 신타로,멘데이트 픽처스,2016-03-30,장편,미국,470,1133511038.0,148512,343296538.0,43994,범죄,15세이상관람가,일반영화
기프트,그렉 마크스,,2009-03-26,장편,미국,188,996472520.0,148138,374627000.0,53252,액션,15세이상관람가,일반영화
화피,진가상,,2008-10-23,장편,홍콩,172,975274000.0,147450,256622500.0,36711,스릴러,15세이상관람가,일반영화
카오스 워킹,더그 라이만,3 아츠 엔터테인먼트,2021-02-24,장편,미국,780,1230782480.0,147443,415750320.0,55740,어드벤처,15세이상관람가,일반영화
벌새,김보라,에피파니(주),2019-08-29,장편,한국,145,1192568974.0,146665,778199114.0,90684,드라마,15세이상관람가,독립/예술영화
서울역,연상호,주식회사 다다쇼(주)화인컷,2016-08-17,장편,한국,440,1157200562.0,146548,364877762.0,44396,애니메이션,15세이상관람가,독립/예술영화
크레이지,브렉 에이즈너,오버츄어 필름,2010-04-08,장편,미국,196,1123006998.0,146377,364397000.0,45158,공포(호러),청소년관람불가,일반영화
웨딩드레스,권형진,(주)로드픽쳐스(주)인벤트스톤,2010-01-14,장편,한국,183,1014636235.0,146148,219105000.0,29532,드라마,전체관람가,일반영화
원피스 극장판: 스트롱 월드,사카이 무네히사,도에이 애니메이션 컴퍼니,2010-02-11,장편,일본,76,987877070.0,145751,254261500.0,36690,애니메이션,전체관람가,일반영화
13시간,마이클 베이,,2016-03-03,장편,미국,380,1160889514.0,144827,331939114.0,39831,액션,15세이상관람가,일반영화
철의 여인,필리다 로이드,,2012-02-23,장편,영국,162,1079070500.0,144338,601412000.0,78293,드라마,12세이상관람가,일반영화
펜트하우스 코끼리,정승구,엘레비젼,2009-11-05,장편,한국,240,1087284273.0,144070,352505500.0,44241,드라마,청소년관람불가,일반영화
안나 카레니나,조 라이트,,2013-03-21,장편,미국,248,986727000.0,143947,530093000.0,74226,드라마,15세이상관람가,일반영화
헬프,테이트 테일러,,2011-11-03,장편,미국,163,1045217500.0,143738,592894500.0,78752,드라마,전체관람가,일반영화
불릿 트레인,데이빗 레이치,컬럼비아 픽처스,2022-08-24,장편,미국,904,1554615073.0,143620,602994982.0,52936,액션,청소년관람불가,일반영화
하우스 오브 구찌,리들리 스콧,메트로 골드윈 메이어,2022-01-12,장편,미국,734,1415370730.0,143605,782911850.0,78802,범죄,15세이상관람가,일반영화
지슬 - 끝나지 않은 세월2,오멸,주식회사 자파리필름설문대영상,2013-03-21,장편,한국,81,984416100.0,143490,450875600.0,61257,드라마,15세이상관람가,독립/예술영화
가버나움,나딘 라바키,,2019-01-24,장편,기타,111,1182486219.0,142622,685177439.0,79905,드라마,15세이상관람가,독립/예술영화
장난감이 살아있다,후안 호세 캄파넬라,,2016-09-07,장편,기타,294,1109230600.0,142577,261978700.0,31893,애니메이션,전체관람가,독립/예술영화
우먼 인 골드,사이먼 커티스,,2015-07-09,장편,미국,252,1096192800.0,142456,571626200.0,71829,드라마,12세이상관람가,독립/예술영화
은밀한 유혹,윤재구,(주)영화사비단길(주)수필름,2015-06-04,장편,한국,394,1112423247.0,142405,353352647.0,43475,멜로/로맨스,15세이상관람가,일반영화
키친,홍지영,(주)수필름,2009-02-05,장편,한국,179,939320372.0,142336,394993100.0,56559,멜로/로맨스,15세이상관람가,일반영화
가시,김태균,(주)캠프비(주)뱅가드스튜디오,2014-04-10,장편,한국,356,1094017000.0,141956,295827600.0,36552,멜로/로맨스,청소년관람불가,일반영화
굿바이,타키타 요지로,,2008-10-30,장편,일본,167,885687097.0,141719,399031167.0,61432,드라마,12세이상관람가,독립/예술영화
극장판 또봇: 로봇군단의 습격,이달고동우,레트로봇 주식회사,2017-04-27,장편,한국,231,1089135300.0,141592,214935500.0,27208,애니메이션,전체관람가,일반영화
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,알렉세이 트시칠린,Wizart Animation,2022-12-22,장편,기타,626,1301043791.0,141356,210642787.0,22495,애니메이션,전체관람가,일반영화
극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,2016-02-11,장편,일본,254,1045638100.0,141025,210890800.0,28342,애니메이션,전체관람가,일반영화
나를 기억해,이한욱,(주)오아시스이엔티,2018-04-19,장편,한국,545,1227953892.0,140849,289799692.0,32322,미스터리,청소년관람불가,일반영화
화장,임권택,(주)명필름,2015-04-09,장편,한국,327,1059405100.0,140616,338077900.0,43757,드라마,청소년관람불가,독립/예술영화
크롤,알렉산더 아야,,2019-11-27,장편,미국,612,1128159080.0,140576,315223980.0,38005,액션,15세이상관람가,일반영화
아르고,벤 애플렉,,2012-10-31,장편,미국,238,999347500.0,140522,389160500.0,52203,스릴러,15세이상관람가,일반영화
500일의 썸머,마크 웹,스네이크 프리뷰,2010-01-21,장편,미국,185,1064051540.0,140458,519444500.0,66078,드라마,15세이상관람가,독립/예술영화
블루 재스민,우디 앨런,,2013-09-25,장편,미국,207,1030316900.0,140350,686011400.0,89760,드라마,15세이상관람가,독립/예술영화
플로렌스,스티븐 프리어스,,2016-08-24,장편,영국,382,1079970100.0,139717,460420100.0,58672,드라마,15세이상관람가,독립/예술영화
액트 오브 밸러: 최정예 특수부대,마이크 맥코이스캇 워프,,2012-02-29,장편,미국,223,1036484500.0,139541,332364500.0,42271,액션,15세이상관람가,일반영화
꽃보다 남자,이시이 야스하루,,2008-09-11,장편,일본,196,851004500.0,139217,295082500.0,45654,멜로/로맨스,12세이상관람가,일반영화
나이트메어,사무엘 베이어,뉴라인 시네마,2010-05-20,장편,미국,109,1073229640.0,139140,353516000.0,43218,공포(호러),청소년관람불가,일반영화
빅샤크: 매직체인지,헤 질리,,2018-06-27,장편,중국,414,1012286700.0,138705,136745900.0,16974,애니메이션,전체관람가,일반영화
