영화명,감독,제작사,배급사,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
앰뷸런스,마이클 베이,,유니버설픽쳐스인터내셔널 코리아(유),2022-04,미국,1033.0,1156403110.0,117512.0,액션,15세이상관람가,일반영화
감바의 대모험,카와무라 토모히로코모리 요시히로,아라드 프로덕션스,(주)영화사 빅,2016-11,일본,400.0,874198700.0,117465.0,애니메이션,전체관람가,독립/예술영화
극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)박수엔터테인먼트,2017-02,일본,124.0,897598000.0,117401.0,애니메이션,12세이상관람가,일반영화
고스트 라이더 : 복수의 화신,마크 네빌딘브라이언 테일러,콜럼비아 픽처스,롯데쇼핑㈜롯데엔터테인먼트,2012-02,미국,269.0,902982500.0,117263.0,액션,15세이상관람가,일반영화
우먼 인 블랙,제임스 왓킨스,,(주)넥스트엔터테인먼트월드(NEW)KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-02,영국,237.0,862144800.0,117188.0,드라마,15세이상관람가,일반영화
정무문 : 100대 1의 전설,유위강,,(주)싸이더스,2011-06,기타,225.0,872350500.0,117141.0,액션,15세이상관람가,일반영화
내가 숨쉬는 공기,지호 리,,롯데쇼핑㈜롯데엔터테인먼트,2008-04,미국,181.0,772348500.0,117058.0,범죄,청소년관람불가,일반영화
케로로 더 무비 5: 기적의 사차원섬,사토 준이치야마구치 스스무,선라이즈 필름,투니버스(주)온미디어,2010-04,일본,75.0,801845296.0,116992.0,애니메이션,전체관람가,일반영화
여교사,김태용,(주)외유내강,필라멘트픽쳐스,2017-01,한국,393.0,947192460.0,116851.0,드라마,청소년관람불가,독립/예술영화
8인: 최후의 결사단,진덕삼,차이나필름그룹,(주)팝엔터테인먼트CJ ENM,2010-01,중국,160.0,878708580.0,116788.0,액션,15세이상관람가,일반영화
올드,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),2021-08,미국,550.0,1107856560.0,116240.0,공포(호러),12세이상관람가,일반영화
존 윅,데이빗 레이치채드 스타헬스키,,와이드 릴리즈(주)(주)제이앤씨미디어그룹(주)나이너스엔터테인먼트,2015-01,미국,321.0,925995637.0,116119.0,액션,청소년관람불가,일반영화
명탐정 코난:전율의 악보,야마모토 야스이치로,,(주)씨제이이엔엠,2019-02,일본,213.0,890692400.0,116059.0,애니메이션,12세이상관람가,일반영화
쏘우 3D,케빈 그루터트,어비거보트,㈜케이디미디어,2010-11,미국,159.0,1470144870.0,115878.0,공포(호러),청소년관람불가,일반영화
최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,(주)삼지애니메이션,2016-02,한국,349.0,866704200.0,115704.0,애니메이션,전체관람가,일반영화
들어는 봤니? 모건 부부,마크 로렌스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01,미국,163.0,881895788.0,115454.0,코미디,15세이상관람가,일반영화
로맨틱 크라운,톰 행크스,,(주)싸이더스,2011-08,미국,239.0,860040500.0,114887.0,멜로/로맨스,12세이상관람가,일반영화
안나,뤽 베송,,판씨네마(주),2019-08,프랑스,431.0,946058240.0,114796.0,액션,15세이상관람가,일반영화
고스트버스터즈 라이즈,제이슨 라이트맨,컬럼비아 픽처스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-12,미국,888.0,1065710980.0,114395.0,어드벤처,12세이상관람가,일반영화
터키,지미 헤이워드,,롯데쇼핑㈜롯데엔터테인먼트,2014-07,미국,182.0,790848700.0,113795.0,애니메이션,전체관람가,일반영화
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,,(주)와우픽쳐스,2015-09,일본,351.0,816868100.0,113404.0,애니메이션,전체관람가,일반영화
로스트 시티,앤디 가르시아,,롯데컬처웍스(주)롯데엔터테인먼트,2022-04,미국,835.0,1023084850.0,113186.0,액션,12세이상관람가,일반영화
스트레인지 월드,돈 홀퀴 응우옌,월트 디즈니 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2022-11,미국,699.0,968821831.0,112910.0,애니메이션,전체관람가,일반영화
서울괴담,홍원기,쟈니브로스(주)플러스엠 엔터테인먼트,플러스엠 엔터테인먼트,2022-04,한국,474.0,1076281490.0,112725.0,공포(호러),15세이상관람가,일반영화
미라클 벨리에,에릭 라티고,,(주)영화사 진진,2015-08,프랑스,245.0,857214018.0,112121.0,드라마,12세이상관람가,독립/예술영화
다이노소어 어드벤처 : 백악기 공룡대백과,닐 나이팅게일베리 쿡앤드류 코헨,,(주)박수엔터테인먼트(주)애니플러스,2016-05,영국,325.0,852443000.0,112076.0,애니메이션,전체관람가,독립/예술영화
아담스 패밀리 2,그렉 티어넌콘래드 베논,,유니버설픽쳐스인터내셔널 코리아(유),2021-11,미국,750.0,979210720.0,111934.0,애니메이션,전체관람가,일반영화
배우는 배우다,신연식,(주) 루스이소니도스(주)김기덕 필름,(주)넥스트엔터테인먼트월드(NEW),2013-10,한국,297.0,811031000.0,111927.0,드라마,청소년관람불가,일반영화
안녕 나의 소녀,사준의,,오드,2018-05,기타,155.0,868321954.0,111541.0,멜로/로맨스,12세이상관람가,독립/예술영화
셀프/리스,타셈 싱,엔드게임 엔터테인먼트,(주)이수C&E,2015-09,미국,340.0,874447764.0,111127.0,SF,15세이상관람가,일반영화
스틸 앨리스,리처드 글랫저워시 웨스트모어랜드,,그린나래미디어(주),2015-04,미국,109.0,856744246.0,111008.0,드라마,12세이상관람가,독립/예술영화
직쏘,피터 스피어이그마이클 스피어리그,,㈜코리아스크린,2017-11,미국,175.0,966956500.0,110834.0,공포(호러),청소년관람불가,일반영화
엽문,엽위신,만다린 필름즈 디스트리뷰션,(주)제이앤씨미디어그룹CJ ENM,2009-04,기타,168.0,733132023.0,110805.0,액션,12세이상관람가,독립/예술영화
러브 앤 프렌즈,루크 그린필드,,롯데쇼핑㈜롯데엔터테인먼트,2011-06,미국,207.0,795721500.0,110795.0,드라마,15세이상관람가,일반영화
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,타케모토 노보루,,롯데쇼핑㈜롯데엔터테인먼트,2012-12,일본,229.0,759092000.0,110771.0,애니메이션,전체관람가,일반영화
바디,파윈 푸리킷판야,,㈜케이디미디어,2008-05,기타,160.0,716431000.0,110686.0,공포(호러),15세이상관람가,일반영화
교회오빠,이호경,KBS커넥트픽쳐스(주),커넥트픽쳐스(주),2019-05,한국,200.0,879140710.0,110512.0,다큐멘터리,전체관람가,독립/예술영화
조조 래빗,타이카 와이티티,폭스 서치라이트 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2020-02,미국,277.0,948260200.0,109913.0,코미디,12세이상관람가,독립/예술영화
캣츠 앤 독스 2,브래드 페이튼,시디2 필름,워너브러더스 코리아(주),2010-09,미국,161.0,810563678.0,109667.0,가족,전체관람가,일반영화
당갈,니테쉬 티와리,,(주)넥스트엔터테인먼트월드(NEW),2018-04,기타,260.0,906416500.0,109441.0,액션,12세이상관람가,독립/예술영화
프로포즈 데이,아넌드 터커,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),2010-04,미국,149.0,826704936.0,109313.0,멜로/로맨스,12세이상관람가,일반영화
언더워터,윌리엄 유뱅크,,월트디즈니컴퍼니코리아 유한책임회사,2020-05,미국,594.0,937112800.0,109207.0,스릴러,15세이상관람가,일반영화
걸프렌즈,강석범,영화사 아람(주)(주)미로비젼,(주)넥스트엔터테인먼트월드(NEW),2009-12,한국,244.0,787235297.0,109195.0,멜로/로맨스,15세이상관람가,일반영화
더 콘서트,라두 미하일레아누,유로파코프,유니버설픽쳐스인터내셔널 코리아(유),2010-11,프랑스,130.0,784912681.0,109160.0,드라마,전체관람가,독립/예술영화
피터와 드래곤,데이빗 로워리,월트 디즈니 픽처스,월트디즈니컴퍼니코리아(주),2016-09,미국,167.0,865600600.0,109137.0,어드벤처,전체관람가,일반영화
미운 오리 새끼의 모험,마이클 헤그너카스텐 킬러리치,,(주)드림팩트엔터테인먼트예지림엔터테인먼트,2008-04,프랑스,70.0,618379000.0,109094.0,애니메이션,전체관람가,일반영화
히트,이성한,(주)부영엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2011-10,한국,171.0,771023500.0,109019.0,드라마,15세이상관람가,일반영화
디어 에반 핸슨,스티븐 크보스키,,유니버설픽쳐스인터내셔널 코리아(유),2021-11,미국,631.0,1082054550.0,109001.0,뮤지컬,12세이상관람가,일반영화
베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)씨제이이엔엠,2017-06,일본,198.0,823353500.0,108896.0,애니메이션,전체관람가,일반영화
할로윈,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),2018-10,미국,536.0,891158713.0,108780.0,공포(호러),청소년관람불가,일반영화
맨 프롬 UNCLE,가이 리치,데이비스 엔터테인먼트,워너브러더스 코리아(주),2015-10,미국,361.0,846390353.0,108551.0,액션,12세이상관람가,일반영화
캐리와 슈퍼콜라,오성윤이춘백,(주)캐리소프트,롯데컬처웍스(주)롯데엔터테인먼트,2023-01,한국,474.0,1004792719.0,108487.0,애니메이션,전체관람가,일반영화
람보 4 : 라스트 블러드,실베스터 스탤론,누 이미지,(주)스튜디오이쩜영,2008-02,미국,196.0,696504500.0,108473.0,액션,청소년관람불가,일반영화
어메이징 모리스,토비 젠켈,스카이,(주)블루라벨픽쳐스,2023-02,독일,559.0,956602560.0,108455.0,애니메이션,전체관람가,독립/예술영화
레드 스패로,프란시스 로렌스,셔닌 엔터테인먼트,이십세기폭스코리아(주),2018-02,미국,389.0,860743700.0,108344.0,스릴러,청소년관람불가,일반영화
디바,조슬예,영화사올(주)팔팔애비뉴(주),플러스엠 엔터테인먼트,2020-09,한국,831.0,901717350.0,108122.0,스릴러,15세이상관람가,일반영화
더 기버: 기억전달자,필립 노이스,,(주)지어소프트,2014-08,미국,233.0,814330000.0,107567.0,SF,12세이상관람가,독립/예술영화
더 건맨,피에르 모렐,,롯데쇼핑㈜롯데엔터테인먼트,2015-04,프랑스,349.0,833925965.0,107444.0,액션,청소년관람불가,일반영화
제로 다크 서티,캐서린 비글로우,안나푸르나 픽처스,(주)에스비에스콘텐츠허브,2013-03,미국,258.0,765247500.0,107104.0,전쟁,15세이상관람가,일반영화
로켓맨,덱스터 플레처,,롯데컬처웍스(주)롯데엔터테인먼트,2019-06,영국,640.0,918989063.0,106834.0,드라마,15세이상관람가,일반영화
다음 소희,정주리,트윈플러스파트너스(주)크랭크업영화사,트윈플러스파트너스(주),2023-02,한국,562.0,1022007271.0,106819.0,드라마,15세이상관람가,독립/예술영화
도희야,정주리,파인하우스필름(주)나우필름(주),CGV아트하우스,2014-05,한국,310.0,830948100.0,106511.0,드라마,청소년관람불가,독립/예술영화
우리가 꿈꾸는 기적: 인빅터스,클린트 이스트우드,워너 브러더스 픽쳐스,워너브러더스 코리아(주),2010-03,미국,121.0,784134225.0,106443.0,드라마,전체관람가,일반영화
프리덤,피터 쿠센스,,주식회사 마운틴픽쳐스,2015-11,미국,117.0,737817100.0,106241.0,드라마,12세이상관람가,독립/예술영화
미드나이트,권오승,(주)페퍼민트앤컴퍼니,씨제이 씨지브이(CJ CGV)(주),2021-06,한국,693.0,928954870.0,106012.0,스릴러,15세이상관람가,일반영화
웨이 백,피터 위어,내셔널 지오그래픽 필름스,(주)쇼박스,2011-03,미국,175.0,776193500.0,105925.0,드라마,12세이상관람가,일반영화
더 시그널,윌리엄 유뱅크,,롯데쇼핑㈜롯데엔터테인먼트,2014-07,미국,263.0,809982328.0,105818.0,SF,12세이상관람가,일반영화
공주와 개구리,존 머스커론 클레멘츠,월트디즈니 애니메이션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01,미국,81.0,716485106.0,105654.0,애니메이션,전체관람가,일반영화
바람이 분다,미야자키 하야오,스튜디오 지브리,롯데쇼핑㈜롯데엔터테인먼트,2013-09,일본,288.0,741722500.0,105650.0,애니메이션,전체관람가,일반영화
스마일,파커 핀,,롯데컬처웍스(주)롯데엔터테인먼트,2022-10,미국,455.0,1122947658.0,105500.0,미스터리,청소년관람불가,일반영화
니드 포 스피드,스캇 워프,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04,미국,349.0,835859900.0,105340.0,액션,15세이상관람가,일반영화
신부들의 전쟁,게리 위닉,,이십세기폭스코리아(주),2009-04,미국,207.0,686671367.0,105202.0,코미디,12세이상관람가,일반영화
스타워즈 : 클론 전쟁,데이브 필로니,,워너브러더스 코리아(주),2008-09,미국,211.0,646062000.0,105151.0,애니메이션,전체관람가,일반영화
미래의 미라이,호소다 마모루,스튜디오 치즈,플러스엠 엔터테인먼트,2019-01,일본,508.0,850022957.0,104950.0,애니메이션,전체관람가,일반영화
라스트 엑소시즘,다니엘 스탬,스트라이크엔터테인먼트,(주)시너지하우스 (시너지),2010-12,미국,171.0,734954077.0,104936.0,공포(호러),15세이상관람가,일반영화
허밍,박대영,㈜더드림앤드픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-03,한국,167.0,640923000.0,104850.0,멜로/로맨스,12세이상관람가,일반영화
5백만불의 사나이,김익로,(주)하리마오픽쳐스(주)제이와이피엔터테인먼트(주)바른손이앤에이,(주)씨제이이엔엠,2012-07,한국,331.0,739789500.0,104736.0,코미디,15세이상관람가,일반영화
인사이드 르윈,조엘 코엔에단 코엔,스튀디오카날,주식회사 왓챠블루미지,2014-01,미국,70.0,808287200.0,104601.0,드라마,15세이상관람가,독립/예술영화
블러드,크리스 나흔,,(주)싸이더스,2009-06,기타,229.0,701370482.0,103918.0,액션,청소년관람불가,일반영화
꿈은 이루어진다,계윤식,(주)드림슈거픽쳐스와이케이픽쳐스EXCON,CJ ENM,2010-05,한국,222.0,730581233.0,103627.0,코미디,15세이상관람가,일반영화
베리 굿 걸,나오미 포너,,(주)영화사 빅,2014-09,미국,338.0,777703345.0,103625.0,멜로/로맨스,15세이상관람가,독립/예술영화
다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,,(주)키다리이엔티,2016-05,미국,393.0,818883545.0,103554.0,액션,12세이상관람가,일반영화
저 산 너머,최종태,리온픽쳐스(주),(주)리틀빅픽쳐스,2020-04,한국,468.0,772685300.0,103534.0,드라마,12세이상관람가,일반영화
기기괴괴 성형수,조경훈,(주)에스에스애니멘트 (주)스튜디오 애니멀,(주)트리플픽쳐스,2020-09,한국,276.0,871629560.0,103251.0,공포(호러),15세이상관람가,독립/예술영화
람보 : 라스트 워,애드리언 그런버그,라이온스게이트,TCO(주)더콘텐츠온(주)제이앤씨미디어그룹,2019-10,미국,483.0,800099140.0,103199.0,액션,청소년관람불가,일반영화
더 테이블,김종관,볼미디어(주),(주)엣나인필름,2017-08,한국,272.0,830762100.0,103054.0,드라마,12세이상관람가,독립/예술영화
공포의 묘지,케빈 콜쉬데니스 위드미어,,롯데컬처웍스(주)롯데엔터테인먼트,2019-04,미국,564.0,894409836.0,102826.0,공포(호러),15세이상관람가,일반영화
하우 투 루즈 프렌즈,로버트 B. 웨이드,,롯데쇼핑㈜롯데엔터테인먼트,2008-10,영국,199.0,647938167.0,102722.0,코미디,15세이상관람가,일반영화
원더랜드,딜런 브라운,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,2019-08,미국,404.0,766608510.0,102715.0,애니메이션,전체관람가,일반영화
크게 될 놈,강지은,밀짚모자영화사(주),(주)영화사오원,2019-04,한국,447.0,780915420.0,102223.0,드라마,15세이상관람가,일반영화
워 호스,스티븐 스필버그,,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02,미국,229.0,734302500.0,102195.0,전쟁,12세이상관람가,일반영화
루시드 드림,김준성,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2017-02,한국,461.0,759481000.0,102170.0,SF,15세이상관람가,일반영화
그대 고맙소 : 김호중 생애 첫 팬미팅 무비,,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,2020-09,한국,106.0,3129974000.0,102008.0,공연,전체관람가,일반영화
암전,김진원,주식회사 토닉프로젝트(주)아이뉴컴퍼니,TCO(주)더콘텐츠온,2019-08,한국,423.0,898461215.0,101913.0,미스터리,15세이상관람가,일반영화
몬스터 헌터,폴 W.S. 앤더슨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-02,미국,668.0,967419750.0,101793.0,액션,12세이상관람가,일반영화
콜드 체이싱,한스 페터 몰란트,마스필름,(주)제이앤씨미디어그룹TCO(주)더콘텐츠온,2019-02,영국,480.0,777401607.0,101694.0,액션,15세이상관람가,독립/예술영화
박스트롤,그레이엄 애나블안소니 스타치,,유니버설픽쳐스인터내셔널 코리아(유),2014-11,미국,346.0,725030100.0,101665.0,애니메이션,전체관람가,일반영화
죽지않는 인간들의 밤,신정원,(주)브라더픽쳐스TCO(주)더콘텐츠온,TCO(주)더콘텐츠온,2020-09,한국,570.0,840217440.0,101616.0,코미디,15세이상관람가,일반영화
일대종사,왕가위,,CGV아트하우스,2013-08,중국,193.0,733528000.0,101461.0,액션,12세이상관람가,독립/예술영화
R.I.P.D. : 알.아이.피.디.,로베르트 슈벤트케,유니버설 픽처스,유니버설픽쳐스인터내셔널 코리아(유),2013-08,미국,268.0,725451071.0,101460.0,액션,15세이상관람가,일반영화
라스트 미션,클린트 이스트우드,,워너브러더스 코리아(주),2019-03,미국,472.0,835560639.0,101293.0,드라마,15세이상관람가,일반영화
바람,이성한,(주)필름더데이즈,(주)싸이더스,2009-11,한국,120.0,726321610.0,101197.0,드라마,청소년관람불가,일반영화
게이트,신재호,삼삼공구 브라더스,(주)제이앤씨미디어그룹,2018-02,한국,208.0,820756100.0,101173.0,범죄,15세이상관람가,일반영화
돌연변이,권오광,영화사 우상,필라멘트픽쳐스,2015-10,한국,399.0,748936684.0,100543.0,드라마,12세이상관람가,일반영화
바닷마을 다이어리,고레에다 히로카즈,,주식회사 왓챠(주)티캐스트,2015-12,일본,67.0,821350384.0,100225.0,드라마,12세이상관람가,독립/예술영화
21 브릿지: 테러 셧다운,브라이언 커크,MWM 스튜디오,(주)드림팩트엔터테인먼트(주)제이앤씨미디어그룹TCO(주)더콘텐츠온,2020-01,미국,228.0,774683700.0,100092.0,스릴러,15세이상관람가,일반영화
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,와타나베 카츠야,,(주)스마일이엔티(주)영화사오원,2015-11,일본,344.0,731072500.0,100054.0,액션,전체관람가,일반영화
딥워터 호라이즌,피터 버그,,플러스엠 엔터테인먼트,2017-01,미국,433.0,775611543.0,100021.0,액션,12세이상관람가,일반영화
미니특공대X,이영준,(주)삼지애니메이션,(주)삼지애니메이션,2018-03,한국,458.0,744858200.0,99952.0,애니메이션,전체관람가,일반영화
알파독,닉 카사베츠,,(주)싸이더스,2009-01,미국,161.0,648950794.0,99692.0,드라마,청소년관람불가,일반영화
타운,벤 애플렉,,워너브러더스 코리아(주),2011-01,미국,158.0,763767000.0,98866.0,드라마,청소년관람불가,일반영화
엘비스,바즈 루어만,,워너브러더스 코리아(주),2022-07,미국,665.0,1070700628.0,98706.0,드라마,15세이상관람가,일반영화
라이언,가스 데이비스,,(주)이수C&E,2017-02,기타,205.0,736334100.0,98660.0,드라마,12세이상관람가,독립/예술영화
로덴시아: 마법왕국의 전설,데이비드 비스바노,,(주)영화사 빅,2013-10,기타,221.0,632768500.0,98575.0,애니메이션,전체관람가,독립/예술영화
가필드-마법의 샘물,마크 A.Z. 디페한언덕,,㈜케이디미디어,2009-02,미국,95.0,577233283.0,98527.0,애니메이션,전체관람가,일반영화
빌리와 용감한 녀석들 3,척 파워스,,롯데쇼핑㈜롯데엔터테인먼트,2015-04,미국,343.0,699788600.0,98495.0,애니메이션,전체관람가,독립/예술영화
대병소장,장성,,(주)싸이더스,2010-03,기타,158.0,718183268.0,98435.0,액션,12세이상관람가,일반영화
블랙폰,스콧 데릭슨,,유니버설픽쳐스인터내셔널 코리아(유),2022-09,미국,495.0,997038042.0,98336.0,공포(호러),15세이상관람가,일반영화
김광석,이상호,(주)씨네포트,(주)무빙픽쳐스컴퍼니,2017-08,한국,223.0,772483500.0,98231.0,다큐멘터리,15세이상관람가,독립/예술영화
맥베스,저스틴 커젤,,판씨네마(주),2015-12,영국,141.0,744966853.0,98161.0,드라마,15세이상관람가,독립/예술영화
이웃집에 신이 산다,자코 반 도마엘,칸,(주)엣나인필름,2015-12,기타,73.0,790535650.0,97883.0,코미디,청소년관람불가,독립/예술영화
여중생A,이경섭,(주)영화사울림네이버웹툰 주식회사,롯데컬처웍스(주)롯데엔터테인먼트,2018-06,한국,479.0,811686000.0,97849.0,드라마,12세이상관람가,일반영화
9:나인,쉐인 액커,포커스피쳐스,에스케이텔레콤(주),2009-09,미국,186.0,704611404.0,97787.0,애니메이션,12세이상관람가,일반영화
레이디 버드,그레타 거윅,스콧 루딘 프로덕션스,유니버설픽쳐스인터내셔널 코리아(유),2018-04,미국,344.0,794126700.0,97777.0,코미디,15세이상관람가,일반영화
아내를 죽였다,김하라,단테미디어랩,(주)케이티알파,2019-12,한국,556.0,793514560.0,97580.0,스릴러,15세이상관람가,독립/예술영화
인류멸망 보고서,김지운,지오엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트타임스토리그룹(주),2012-04,한국,236.0,702418000.0,97555.0,SF,15세이상관람가,일반영화
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,유야마 쿠니히코사카키바라 모토노리,"OLM, Inc.",(주)이수C&E,2020-09,일본,591.0,780592310.0,97398.0,애니메이션,전체관람가,일반영화
쓰리 빌보드,마틴 맥도나,필름4 프로덕션스,이십세기폭스코리아(주),2018-03,미국,110.0,796847700.0,97079.0,코미디,15세이상관람가,일반영화
다크타워: 희망의 탑,니콜라이 아르셀,위드 로드 픽처스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08,미국,497.0,761759275.0,97017.0,액션,15세이상관람가,일반영화
슈퍼 빼꼼: 스파이 대작전,임아론,(합)알지애니메이션스튜디오,플러스엠 엔터테인먼트,2017-05,한국,358.0,691794900.0,97005.0,애니메이션,전체관람가,일반영화
하치 이야기,라세 할스트롬,스션 필름인페르노 디스트리뷰션,(주)프라임엔터테인먼트,2010-02,미국,163.0,703309748.0,96683.0,드라마,전체관람가,일반영화
소피와 드래곤: 마법책의 비밀,마리나 네페도바,,(주)씨제이이엔엠,2019-10,러시아,469.0,749609350.0,96495.0,애니메이션,전체관람가,일반영화
나탈리,주경중,(주)상상엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2010-10,한국,196.0,1131832453.0,96410.0,멜로/로맨스,청소년관람불가,일반영화
바스티유 데이,제임스 왓킨스,어노니머스 컨텐트,롯데쇼핑㈜롯데엔터테인먼트,2016-10,미국,422.0,764700600.0,96305.0,액션,15세이상관람가,일반영화
천국의 우편배달부,이형민,(주)삼화네트웍스,CJ ENM,2009-11,한국,118.0,644989646.0,96137.0,멜로/로맨스,전체관람가,일반영화
577 프로젝트,이근우,(주)다세포클럽(주)무브픽쳐스(주)판타지오(주)매니지먼트 숲,필라멘트픽쳐스,2012-08,한국,191.0,695765500.0,96079.0,코미디,15세이상관람가,일반영화
기생령,고석진,(주)코어콘텐츠미디어(주)이스트스카이필름,롯데쇼핑㈜롯데엔터테인먼트,2011-08,한국,207.0,746326000.0,96077.0,공포(호러),청소년관람불가,일반영화
안테벨룸,제라드 부시크리스토퍼 렌즈,,(주)올스타엔터테인먼트,2022-02,미국,638.0,899691250.0,95983.0,미스터리,15세이상관람가,독립/예술영화
에브리씽 에브리웨어 올 앳 원스+,다니엘 콴다니엘 쉐이너트,AGBO,워터홀컴퍼니(주),2023-03,미국,199.0,986237563.0,95672.0,액션,15세이상관람가,일반영화
걷기왕,백승화,㈜인디스토리,CGV아트하우스,2016-10,한국,462.0,710905075.0,95542.0,드라마,12세이상관람가,일반영화
무서운 이야기 3 : 화성에서 온 소녀,백승빈김선김곡민규동,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,2016-06,한국,317.0,764967500.0,95415.0,공포(호러),15세이상관람가,일반영화
소년은 울지 않는다,배형준,(주)엠케이픽처스 라스칼엔터테인먼트(주),㈜스튜디오이쩜영,2008-11,한국,198.0,599069000.0,94993.0,액션,15세이상관람가,독립/예술영화
S러버,데이빗 맥킨지,,(주)싸이더스,2009-09,미국,203.0,728391699.0,94920.0,코미디,청소년관람불가,일반영화
용의자 X의 헌신,니시타니 히로시,어뮤즈픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2009-04,일본,144.0,636382007.0,94790.0,미스터리,12세이상관람가,일반영화
사일런스,마틴 스코세이지,,(주)키다리이엔티,2017-02,미국,342.0,700818300.0,94750.0,드라마,15세이상관람가,독립/예술영화
초한지 - 천하대전,이인항,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-01,중국,167.0,710375000.0,94652.0,액션,12세이상관람가,일반영화
인비저블 게스트,오리올 파울로,아트레스메디아 시네,(주)더블앤조이픽쳐스,2017-09,스페인,232.0,758162200.0,94281.0,범죄,15세이상관람가,독립/예술영화
나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,2016-07,독일,88.0,721244232.0,94243.0,코미디,12세이상관람가,독립/예술영화
마야2,노엘 클리어리세르지오 델피노,,(주)영화사 빅,2018-02,독일,429.0,670314200.0,94179.0,애니메이션,전체관람가,독립/예술영화
커다랗고 커다랗고 커다란 배,필립 립스키요르겐 레르담,,예지림엔터테인먼트,2018-05,기타,350.0,737815900.0,94151.0,애니메이션,전체관람가,독립/예술영화
아이 엠 마더,피에르 모렐,,(주)삼백상회(주)팬엔터테인먼트,2019-04,미국,213.0,774580700.0,94119.0,액션,15세이상관람가,일반영화
여고괴담 여섯번째 이야기 : 모교,이미영,(주)씨네이천,(주)케이티알파씨제이 씨지브이(CJ CGV)(주),2021-06,한국,603.0,858750700.0,94030.0,미스터리,15세이상관람가,일반영화
베일리 어게인,라세 할스트롬,엠블린 엔터테인먼트,(주)홈초이스,2018-11,미국,189.0,796864900.0,93691.0,어드벤처,전체관람가,독립/예술영화
귀문,심덕근,(주)고스트픽처스(주)주피터필름,씨제이 씨지브이(CJ CGV)(주)(주)씨네필운,2021-08,한국,692.0,799806070.0,93656.0,미스터리,15세이상관람가,일반영화
스텔라,권수경,(주)데이드림엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),2022-04,한국,690.0,848799300.0,93504.0,코미디,15세이상관람가,일반영화
프리스트,스콧 찰스 스튜어트,,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-06,미국,228.0,839493000.0,93336.0,액션,15세이상관람가,일반영화
러브 앳,위고 젤랭,,(주)크리픽쳐스,2019-11,프랑스,153.0,746898500.0,93311.0,멜로/로맨스,12세이상관람가,일반영화
원피스 극장판 Z,나가미네 타츠야,도에이,(주)씨제이이엔엠,2013-03,일본,267.0,626891000.0,93239.0,애니메이션,전체관람가,일반영화
써티 데이즈 오브 나이트,데이빗 슬레이드,,㈜케이디미디어,2008-01,미국,122.0,623841500.0,93191.0,공포(호러),청소년관람불가,일반영화
프렌치 디스패치,웨스 앤더슨,인디언 페인트브러시,월트디즈니컴퍼니코리아 유한책임회사,2021-11,미국,273.0,998413830.0,93116.0,코미디,15세이상관람가,독립/예술영화
태풍이 지나가고,고레에다 히로카즈,칸 영화제,(주)티캐스트,2016-07,일본,72.0,772484972.0,93005.0,드라마,12세이상관람가,독립/예술영화
루이스,울프강 라우엔슈타인크리스토프 라우엔슈타인,,(주)스마일이엔티,2018-09,독일,325.0,729147750.0,93000.0,애니메이션,전체관람가,독립/예술영화
